Target_genes	BHLHE40|Average	SRX2424487|293	SRX2424488|293	SRX150519|A549	SRX150509|GM12878	SRX3322985|GM12878	SRX3322986|GM12878	SRX6888831|HeLa	SRX6888832|HeLa	SRX6888833|HeLa	SRX6888834|HeLa	SRX100528|Hep_G2	SRX150645|Hep_G2	SRX2424662|IMR-90	SRX2424663|IMR-90	SRX15783135|Jurkat	SRX15783136|Jurkat	SRX15783137|Jurkat	SRX15783138|Jurkat	SRX19471788|Jurkat	SRX19471789|Jurkat	SRX19471796|Jurkat	SRX19471797|Jurkat	SRX150695|K-562	SRX359985|LoVo	STRING
KRT33A	9.500000	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12J	9.500000	94	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12G	9.500000	94	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12D	9.500000	94	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6AP2	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	109	0	0
SCUBE3	9.458333	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4E	9.458333	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
OR10AC1	9.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0
KCNS2	9.458333	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
TGFB3	9.416667	0	0	0	0	134	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
PNPLA5	9.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0
MAL	9.416667	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf62	9.416667	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEH1	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	127	0	0	0
LGALS4	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0
GIPC2	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	116	0	0	0	0
CRHR2	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0
CORT	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0
CDC42BPA	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	91	0	0
ALB	9.375000	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	130	0	0
GALNT3	9.333333	0	0	0	103	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf48	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	120	0	0	0
SLC9A6	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	102	0	0	0
SELL	9.291667	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
OR2T5	9.291667	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T3	9.291667	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A7	9.291667	0	0	0	89	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB3	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
FAM71D	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0
ETNK2	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
CLEC12A	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	108	0	0	0	0
CCL27	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	76	0	0	0
CASZ1	9.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0
TRIM31	9.250000	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOGARAM2	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
NLGN3	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	67	0	0
MLC1	9.250000	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR4	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0
CCDC27	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0
SPATS1	9.208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0
PLPPR4	9.208333	0	0	0	0	0	0	0	0	0	0	0	0	102	119	0	0	0	0	0	0	0	0	0	0	0
NPR3	9.208333	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
RNASE12	9.166667	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASE11	9.166667	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHAC2	9.166667	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01638	9.166667	0	0	0	0	0	0	0	0	0	0	0	0	124	96	0	0	0	0	0	0	0	0	0	0	0
IGBP1	9.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	129	0	0	0	0
ATP9A	9.166667	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF483	9.125000	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASE6	9.125000	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRT	9.125000	0	0	0	128	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
POTEE	9.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0
GRM3	9.125000	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5R2	9.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	110	0	0
ZP4	9.083333	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC12	9.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0
NT5C3B	9.083333	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
KLHL10	9.083333	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
KANK3	9.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	113	0	0	0	0
TMEM178B	9.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	97	0	0	0	0
PTTG2	9.041667	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM1	9.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	133	0	0	0	0
EPX	9.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0
C17orf113	9.041667	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM74B	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
PCSK1N	9.000000	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	111	0	0
DPYSL3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	129	0	0	0
BEGAIN	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
TPSAB1	8.958333	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0
ROPN1B	8.958333	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0
PON3	8.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0
ATP6V1G3	8.958333	0	0	0	0	119	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA8L1	8.958333	0	0	0	0	0	0	0	0	0	0	0	0	114	101	0	0	0	0	0	0	0	0	0	0	0
CLDN1	8.916667	0	0	0	0	129	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	401
DMBX1	8.916667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	81	0	0
ZNF607	8.875000	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
TUBA3E	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0
TRPC1	8.875000	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POPDC3	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
CSMD3	8.875000	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCYT1B	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
PARVA	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
OR9Q1	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
OR6Q1	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
MMP25	8.833333	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0
IL22	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	116	0	0	0
HS6ST2	8.833333	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf65	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
ALAS2	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
DNMT3L	8.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
TMEM233	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
CDA	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
C1GALT1C1L	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
ZNF253	8.708333	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
SRPK3	8.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0
PCDHGA1	8.708333	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
MSANTD1	8.708333	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	86	0	0
LRPAP1	8.708333	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
KRT77	8.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0
IRGC	8.708333	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
CIBAR1	8.708333	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
SEZ6	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
C1S	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
AGO4	8.666667	0	0	0	0	124	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP7	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	73	135	0	0	0	0	0	0	0	0	0	0	0
TNNT2	8.625000	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO4	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0
OR4F6	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0
OR2T34	8.625000	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP3-2	8.625000	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM110B	8.625000	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0
ESRRB	8.625000	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRTC3	8.625000	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP53	8.583333	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	123	0	0
PSORS1C1	8.583333	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	123	0	0
MEI1	8.583333	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA2	8.583333	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISP3	8.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0
ADH1A	8.583333	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
URAD	8.541667	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	8.541667	0	0	0	0	0	0	0	0	0	0	0	100	105	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP1	8.541667	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0
KRT86	8.541667	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM4D	8.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
DMRT1	8.541667	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CWC15	8.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
CHST7	8.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
C5orf58	8.541667	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf96	8.541667	0	0	0	128	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1B	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0
XAGE1A	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0
IFIT1B	8.500000	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGEF3	8.500000	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF724	8.458333	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0
ZNF223	8.458333	0	0	0	112	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A1	8.458333	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	76	0	0
RBP5	8.458333	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
OR8G5	8.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0
CLSTN3	8.458333	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
CAPZA3	8.458333	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
PROP1	8.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0
PRKG2	8.416667	0	0	0	0	0	0	0	0	0	0	0	0	80	122	0	0	0	0	0	0	0	0	0	0	0
NDUFB4	8.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	118	0	0	0	0
NDST3	8.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	125	0	0	0
FAM120C	8.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	124	0	0	0	0
F2RL1	8.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0
ELOVL2	8.416667	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP5L	8.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	101	0	0	0
RNASE1	8.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0
EPHA10	8.375000	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf56	8.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	98	0	0
UPP2	8.333333	0	0	0	0	0	0	0	0	0	0	105	95	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A14	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
SLAIN1	8.333333	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3C	8.333333	0	0	0	0	0	0	0	0	0	0	0	86	114	0	0	0	0	0	0	0	0	0	0	0	0
OR2A4	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
LHX3	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
LCN9	8.333333	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1B	8.333333	0	0	0	103	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
DGAT2L6	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0
CTAGE9	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
CHRNA2	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
CFAP206	8.333333	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
ZNF518B	8.291667	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN8	8.291667	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM114	8.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0
TCTN2	8.291667	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STON1	8.291667	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A21	8.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0
DEFA5	8.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
CTAGE15	8.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0
CALCRL	8.291667	0	0	0	95	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR8	8.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0
NECAB2	8.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0
ERAS	8.250000	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	93	0	0
ANKRD35	8.250000	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	101	0	0
PTGER3	8.208333	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
SLC8A2	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0
CLDN2	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0
ARHGEF26	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	102	0	0
SEL1L2	8.125000	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN3	8.125000	0	0	0	92	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
LCE2B	8.125000	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
CH25H	8.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0
ADAMTS9	8.125000	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
STOX2	8.083333	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R26	8.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0
LOC112268354	8.083333	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	8.083333	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEYL	8.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	92	0	0
G6PC	8.083333	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0
FSIP2	8.083333	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM209B	8.083333	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP3A7-CYP3A51P	8.083333	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	115	0	0	0	0	0
CYP3A7	8.083333	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	115	0	0	0	0	0
USP50	8.041667	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR101	8.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	120	0	0
DPYSL5	8.041667	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QC	8.041667	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	8.041667	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE5A	8.000000	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBDC1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
DMRTB1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
BRIP1	8.000000	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
AQP12B	8.000000	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0
VKORC1L1	7.916667	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2	7.916667	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFR	7.916667	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
WSCD2	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
TRIM63	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
RNF128	7.875000	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX4	7.875000	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL4	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
GAGE10	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
CPZ	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
CGNL1	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
C3orf56	7.875000	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF677	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
VN1R4	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
VN1R2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
SUPT20HL1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
SSR2	7.833333	0	0	0	100	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
